ID,Name,Yield Count,Yield Units,Yield Units Descriptor,Cost,Cost Per Unit,Categories,Allergens,Label Certifications,Ingredient List,Target Margin,Minimum Sell Price (calculated based on target margin),Sell Quantity,Sell Price,Sell Price Per Unit,Sell Margin,Food Cost Percentage
244545,Vegan Vanilla Bean icecream,1.0,each,tubs,60.055,60.055,Coconut Vegan Ice Cream,Tree nuts,"","tahitian vanilla, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, vanilla bean paste",,,1,,,,
242305,Vegan Waffles,3.0,each,Waffles,2.441,0.814,"","Coconut*, Gluten, Tree nuts","","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), flour, baking powder, baking vanilla, apple cider vinegar",,,1,,,,
283629,vegan white choco fruity pebbles,1.0,g,"",0.75,0.75,"","","","fruity cereal, vegan white chocolate chips",,,1,,,,
286292,Walnut Streusel,1.0,g,"",0,0,"","","","",,,1,,,,
241293,Wassail Sorbet (v),0.5,each,Tubs,5653.168,11306.336,Sorbet,"","","water, white sugar, glucose, mulled wine (red wine, star anise, cinnamon sticks, oranges), ice bracer, orange blossom water, nutmeg",,,,,,,
286409,Water Ice (base recipe),1.0,each,tub,12.14,12.14,Sorbet,"","","water, white sugar, ice bracer, citric acid solution (citric acid powder, water)",,,1,,,,
287308,Watermelon Mint Sorbet,2.0,each,tubs,12.939,6.469,Sorbet,"","","watermelon puree, water, white sugar, glucose powder, mint, fresh, ice bracer, citric acid powder",,,1,,,,
287310,Watermelon Sorbet,2.0,each,tubs,14.917,7.459,Sorbet,"","","watermelon puree, white sugar, water, glucose powder, ice bracer",,,1,,,,
230435,Wet Cinnamon Walnuts,1.0,each,Serving,5.517,5.517,"",Tree nuts,"","light corn syrup, water, white sugar, walnuts, baking vanilla, cinnamon (powdered)",,,1,,,,
239643,White Choco covered fruity cereal,1.0,each,servings,5.678,5.678,"","Milk, Soy","","fruity cereal, white chocolate",,,1,,,,
239644,White choco covered pretzels,1.0,g,"",15.173,15.173,"","Gluten, Milk, Soy, Wheat","","white chocolate, pretzels",,,1,,,,
241289,White Chocolate Peppermint Bark,2.5,each,Tubs,56.975,22.79,Dairy Ice Cream,"Milk, Soy","","peppermint bark (chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), white chocolate, peppermint candy, peppermint oil, canola oil), beet powder, white chocolate, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peppermint oil",,,1,,,,
230845,Wine Cherries,1.0,each,servings,25.377,25.377,"","","","water, cherries, for wine, white sugar, cinnamon sticks, cabernet, peppercorns",,,1,,,,
242232,Winter Hot Cocoa,1.0,each,servings,2.481,2.481,"",Soy,"","white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt",,,1,,,,
248645,Yass Cream Slay,3.0,each,tubs,136091.922,45363.974,Dairy Ice Cream,Milk,"","plain strawberry icecream (strawberry paste, strawberry puree, white sugar, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)), lime icecream (lime puree, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), lemon oil), mango icecream (mango puree, white sugar, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum))",,,1,,,,
286363,Yellow Pluot Sorbet,1.5,each,tub,15.995,10.664,Sorbet,"","","pluot (yellow), white sugar, glucose, ice bracer, citric acid powder",,,1,,,,
230850,Zucchini Paste,1.0,each,servings,0.61,0.61,"",Milk,"","butter, salt, cinnamon (powdered), nutmeg, cloves, pepper, coriander",,,1,,,,
230849,"Zucchini, grated",1.0,g,,0,0,"","","","",,,1,,,,
